"","country_or_area","commodity_transaction","year","unit","quantity","quantity_footnotes","category"
"282","Suriname","Electricity - total hydro production",2010,"Kilowatt-hours, million",968.2,NA,"hydro"
"283","Suriname","Electricity - total hydro production",2009,"Kilowatt-hours, million",1069,NA,"hydro"
"284","Suriname","Electricity - total hydro production",2008,"Kilowatt-hours, million",1074.7,NA,"hydro"
"285","Suriname","Electricity - total hydro production",2007,"Kilowatt-hours, million",922.4,NA,"hydro"
"286","Suriname","Electricity - total hydro production",2006,"Kilowatt-hours, million",820.5,NA,"hydro"
"287","Suriname","Electricity - total hydro production",2005,"Kilowatt-hours, million",639.8,NA,"hydro"
"288","Suriname","Electricity - total hydro production",2004,"Kilowatt-hours, million",738.6,NA,"hydro"
"289","Suriname","Electricity - total hydro production",2003,"Kilowatt-hours, million",772.1,NA,"hydro"
"290","Suriname","Electricity - total hydro production",2002,"Kilowatt-hours, million",856.3,NA,"hydro"
"291","Suriname","Electricity - total hydro production",2001,"Kilowatt-hours, million",921,1,"hydro"
"292","Suriname","Electricity - total hydro production",2000,"Kilowatt-hours, million",920,1,"hydro"
"293","Suriname","Electricity - total hydro production",1999,"Kilowatt-hours, million",1224.8,NA,"hydro"
"294","Suriname","Electricity - total hydro production",1998,"Kilowatt-hours, million",1222.4,NA,"hydro"
"295","Suriname","Electricity - total hydro production",1997,"Kilowatt-hours, million",1213.6,NA,"hydro"
"296","Suriname","Electricity - total hydro production",1996,"Kilowatt-hours, million",1203.2,NA,"hydro"
"297","Suriname","Electricity - total hydro production",1995,"Kilowatt-hours, million",1192.8,NA,"hydro"
"298","Suriname","Electricity - total hydro production",1994,"Kilowatt-hours, million",1182.4,NA,"hydro"
"299","Suriname","Electricity - total hydro production",1993,"Kilowatt-hours, million",1172,NA,"hydro"
"300","Suriname","Electricity - total hydro production",1992,"Kilowatt-hours, million",1161.6,NA,"hydro"
"301","Suriname","Electricity - total hydro production",1991,"Kilowatt-hours, million",1125.6,NA,"hydro"
"302","Suriname","Electricity - total hydro production",1990,"Kilowatt-hours, million",1111.2,NA,"hydro"
"303","Uruguay","Electricity - total hydro production",2014,"Kilowatt-hours, million",9649.1,NA,"hydro"
"304","Uruguay","Electricity - total hydro production",2013,"Kilowatt-hours, million",8205.9,NA,"hydro"
"305","Uruguay","Electricity - total hydro production",2012,"Kilowatt-hours, million",5420.9,NA,"hydro"
"306","Uruguay","Electricity - total hydro production",2011,"Kilowatt-hours, million",6478.9,NA,"hydro"
"307","Uruguay","Electricity - total hydro production",2010,"Kilowatt-hours, million",8407.2,NA,"hydro"
"308","Uruguay","Electricity - total hydro production",2009,"Kilowatt-hours, million",5059.8,NA,"hydro"
"309","Uruguay","Electricity - total hydro production",2008,"Kilowatt-hours, million",4500.7,NA,"hydro"
"310","Uruguay","Electricity - total hydro production",2007,"Kilowatt-hours, million",8067,NA,"hydro"
"311","Uruguay","Electricity - total hydro production",2006,"Kilowatt-hours, million",3595,NA,"hydro"
"312","Uruguay","Electricity - total hydro production",2005,"Kilowatt-hours, million",6684,NA,"hydro"
"313","Uruguay","Electricity - total hydro production",2004,"Kilowatt-hours, million",4780,NA,"hydro"
"314","Uruguay","Electricity - total hydro production",2003,"Kilowatt-hours, million",8529,NA,"hydro"
"315","Uruguay","Electricity - total hydro production",2002,"Kilowatt-hours, million",9535,NA,"hydro"
"316","Uruguay","Electricity - total hydro production",2001,"Kilowatt-hours, million",9194,NA,"hydro"
"317","Uruguay","Electricity - total hydro production",2000,"Kilowatt-hours, million",7051,NA,"hydro"
"318","Uruguay","Electricity - total hydro production",1999,"Kilowatt-hours, million",5499,NA,"hydro"
"319","Uruguay","Electricity - total hydro production",1998,"Kilowatt-hours, million",9152,NA,"hydro"
"320","Uruguay","Electricity - total hydro production",1997,"Kilowatt-hours, million",6485,NA,"hydro"
"321","Uruguay","Electricity - total hydro production",1996,"Kilowatt-hours, million",5767,NA,"hydro"
"322","Uruguay","Electricity - total hydro production",1995,"Kilowatt-hours, million",5855,NA,"hydro"
"323","Uruguay","Electricity - total hydro production",1994,"Kilowatt-hours, million",7468,NA,"hydro"
"324","Uruguay","Electricity - total hydro production",1993,"Kilowatt-hours, million",7299,NA,"hydro"
"325","Uruguay","Electricity - total hydro production",1992,"Kilowatt-hours, million",7922,NA,"hydro"
"326","Uruguay","Electricity - total hydro production",1991,"Kilowatt-hours, million",6113,NA,"hydro"
"327","Uruguay","Electricity - total hydro production",1990,"Kilowatt-hours, million",7008,NA,"hydro"
"328","Venezuela (Bolivar. Rep.)","Electricity - total hydro production",2014,"Kilowatt-hours, million",87194,NA,"hydro"
"329","Venezuela (Bolivar. Rep.)","Electricity - total hydro production",2013,"Kilowatt-hours, million",83545,NA,"hydro"
"330","Venezuela (Bolivar. Rep.)","Electricity - total hydro production",2012,"Kilowatt-hours, million",82008,NA,"hydro"
"331","Venezuela (Bolivar. Rep.)","Electricity - total hydro production",2011,"Kilowatt-hours, million",83670,NA,"hydro"
"332","Venezuela (Bolivar. Rep.)","Electricity - total hydro production",2010,"Kilowatt-hours, million",76780,NA,"hydro"
"333","Venezuela (Bolivar. Rep.)","Electricity - total hydro production",2009,"Kilowatt-hours, million",85962,NA,"hydro"
"334","Venezuela (Bolivar. Rep.)","Electricity - total hydro production",2008,"Kilowatt-hours, million",86841,NA,"hydro"
"335","Venezuela (Bolivar. Rep.)","Electricity - total hydro production",2007,"Kilowatt-hours, million",83059,NA,"hydro"
"336","Venezuela (Bolivar. Rep.)","Electricity - total hydro production",2006,"Kilowatt-hours, million",81600,NA,"hydro"
"337","Venezuela (Bolivar. Rep.)","Electricity - total hydro production",2005,"Kilowatt-hours, million",77229,NA,"hydro"
"338","Venezuela (Bolivar. Rep.)","Electricity - total hydro production",2004,"Kilowatt-hours, million",70075,NA,"hydro"
"339","Venezuela (Bolivar. Rep.)","Electricity - total hydro production",2003,"Kilowatt-hours, million",60698,NA,"hydro"
"340","Venezuela (Bolivar. Rep.)","Electricity - total hydro production",2002,"Kilowatt-hours, million",58674,NA,"hydro"
"341","Venezuela (Bolivar. Rep.)","Electricity - total hydro production",2001,"Kilowatt-hours, million",60449,NA,"hydro"
"342","Venezuela (Bolivar. Rep.)","Electricity - total hydro production",2000,"Kilowatt-hours, million",62826,NA,"hydro"
"343","Venezuela (Bolivar. Rep.)","Electricity - total hydro production",1999,"Kilowatt-hours, million",60555,NA,"hydro"
"344","Venezuela (Bolivar. Rep.)","Electricity - total hydro production",1998,"Kilowatt-hours, million",58556,NA,"hydro"
"345","Venezuela (Bolivar. Rep.)","Electricity - total hydro production",1997,"Kilowatt-hours, million",57268,NA,"hydro"
"346","Venezuela (Bolivar. Rep.)","Electricity - total hydro production",1996,"Kilowatt-hours, million",53844,NA,"hydro"
"347","Venezuela (Bolivar. Rep.)","Electricity - total hydro production",1995,"Kilowatt-hours, million",53450,NA,"hydro"
"348","Venezuela (Bolivar. Rep.)","Electricity - total hydro production",1994,"Kilowatt-hours, million",51284,NA,"hydro"
"349","Venezuela (Bolivar. Rep.)","Electricity - total hydro production",1993,"Kilowatt-hours, million",47474,NA,"hydro"
"350","Venezuela (Bolivar. Rep.)","Electricity - total hydro production",1992,"Kilowatt-hours, million",47068,NA,"hydro"
"351","Venezuela (Bolivar. Rep.)","Electricity - total hydro production",1991,"Kilowatt-hours, million",44400,1,"hydro"
"352","Venezuela (Bolivar. Rep.)","Electricity - total hydro production",1990,"Kilowatt-hours, million",36983,1,"hydro"
"353","Argentina","Electricity - total nuclear production",2014,"Kilowatt-hours, million",5756,NA,"nuclear_electricity"
"354","Argentina","Electricity - total nuclear production",2013,"Kilowatt-hours, million",6207,NA,"nuclear_electricity"
"355","Argentina","Electricity - total nuclear production",2012,"Kilowatt-hours, million",6395,NA,"nuclear_electricity"
"356","Argentina","Electricity - total nuclear production",2011,"Kilowatt-hours, million",6371,NA,"nuclear_electricity"
"357","Argentina","Electricity - total nuclear production",2010,"Kilowatt-hours, million",7171,NA,"nuclear_electricity"
"358","Argentina","Electricity - total nuclear production",2009,"Kilowatt-hours, million",8161,NA,"nuclear_electricity"
"359","Argentina","Electricity - total nuclear production",2008,"Kilowatt-hours, million",7330,NA,"nuclear_electricity"
"360","Argentina","Electricity - total nuclear production",2007,"Kilowatt-hours, million",7217,NA,"nuclear_electricity"
"361","Argentina","Electricity - total nuclear production",2006,"Kilowatt-hours, million",7691,NA,"nuclear_electricity"
"362","Argentina","Electricity - total nuclear production",2005,"Kilowatt-hours, million",6873,NA,"nuclear_electricity"
"363","Argentina","Electricity - total nuclear production",2004,"Kilowatt-hours, million",7869,NA,"nuclear_electricity"
"364","Argentina","Electricity - total nuclear production",2003,"Kilowatt-hours, million",7566,NA,"nuclear_electricity"
"365","Argentina","Electricity - total nuclear production",2002,"Kilowatt-hours, million",5821,NA,"nuclear_electricity"
"366","Argentina","Electricity - total nuclear production",2001,"Kilowatt-hours, million",7059,NA,"nuclear_electricity"
"367","Argentina","Electricity - total nuclear production",2000,"Kilowatt-hours, million",6177,NA,"nuclear_electricity"
"368","Argentina","Electricity - total nuclear production",1999,"Kilowatt-hours, million",7106,NA,"nuclear_electricity"
"369","Argentina","Electricity - total nuclear production",1998,"Kilowatt-hours, million",7453,NA,"nuclear_electricity"
"370","Argentina","Electricity - total nuclear production",1997,"Kilowatt-hours, million",7961,NA,"nuclear_electricity"
"371","Argentina","Electricity - total nuclear production",1996,"Kilowatt-hours, million",7459,NA,"nuclear_electricity"
"372","Argentina","Electricity - total nuclear production",1995,"Kilowatt-hours, million",7066,NA,"nuclear_electricity"
"373","Argentina","Electricity - total nuclear production",1994,"Kilowatt-hours, million",8235,NA,"nuclear_electricity"
"374","Argentina","Electricity - total nuclear production",1993,"Kilowatt-hours, million",7750,NA,"nuclear_electricity"
"375","Argentina","Electricity - total nuclear production",1992,"Kilowatt-hours, million",7081,NA,"nuclear_electricity"
"376","Argentina","Electricity - total nuclear production",1991,"Kilowatt-hours, million",7771,NA,"nuclear_electricity"
"377","Argentina","Electricity - total nuclear production",1990,"Kilowatt-hours, million",7281,NA,"nuclear_electricity"
"378","Brazil","Electricity - total nuclear production",2014,"Kilowatt-hours, million",15378,NA,"nuclear_electricity"
"379","Brazil","Electricity - total nuclear production",2013,"Kilowatt-hours, million",15450,NA,"nuclear_electricity"
"380","Brazil","Electricity - total nuclear production",2012,"Kilowatt-hours, million",16038,NA,"nuclear_electricity"
"381","Brazil","Electricity - total nuclear production",2011,"Kilowatt-hours, million",15659,NA,"nuclear_electricity"
"382","Brazil","Electricity - total nuclear production",2010,"Kilowatt-hours, million",14523,NA,"nuclear_electricity"
"383","Brazil","Electricity - total nuclear production",2009,"Kilowatt-hours, million",12957,NA,"nuclear_electricity"
"384","Brazil","Electricity - total nuclear production",2008,"Kilowatt-hours, million",13969,NA,"nuclear_electricity"
"385","Brazil","Electricity - total nuclear production",2007,"Kilowatt-hours, million",12350,NA,"nuclear_electricity"
"386","Brazil","Electricity - total nuclear production",2006,"Kilowatt-hours, million",13754,NA,"nuclear_electricity"
"387","Brazil","Electricity - total nuclear production",2005,"Kilowatt-hours, million",9855,NA,"nuclear_electricity"
"388","Brazil","Electricity - total nuclear production",2004,"Kilowatt-hours, million",11611,NA,"nuclear_electricity"
"389","Brazil","Electricity - total nuclear production",2003,"Kilowatt-hours, million",13358,NA,"nuclear_electricity"
"390","Brazil","Electricity - total nuclear production",2002,"Kilowatt-hours, million",13836,NA,"nuclear_electricity"
"391","Brazil","Electricity - total nuclear production",2001,"Kilowatt-hours, million",14279,NA,"nuclear_electricity"
"392","Brazil","Electricity - total nuclear production",2000,"Kilowatt-hours, million",6046,NA,"nuclear_electricity"
"393","Brazil","Electricity - total nuclear production",1999,"Kilowatt-hours, million",3977,NA,"nuclear_electricity"
"394","Brazil","Electricity - total nuclear production",1998,"Kilowatt-hours, million",3265,NA,"nuclear_electricity"
"395","Brazil","Electricity - total nuclear production",1997,"Kilowatt-hours, million",3169,NA,"nuclear_electricity"
"396","Brazil","Electricity - total nuclear production",1996,"Kilowatt-hours, million",2429,NA,"nuclear_electricity"
"397","Brazil","Electricity - total nuclear production",1995,"Kilowatt-hours, million",2519,NA,"nuclear_electricity"
"398","Brazil","Electricity - total nuclear production",1994,"Kilowatt-hours, million",1800,1,"nuclear_electricity"
"399","Brazil","Electricity - total nuclear production",1993,"Kilowatt-hours, million",1800,1,"nuclear_electricity"
"400","Brazil","Electricity - total nuclear production",1992,"Kilowatt-hours, million",1760,NA,"nuclear_electricity"
"401","Brazil","Electricity - total nuclear production",1991,"Kilowatt-hours, million",1442,NA,"nuclear_electricity"
"402","Brazil","Electricity - total nuclear production",1990,"Kilowatt-hours, million",2237,NA,"nuclear_electricity"
"403","Argentina","Electricity - total solar production",2014,"Kilowatt-hours, million",16,NA,"solar_electricity"
"404","Argentina","Electricity - total solar production",2013,"Kilowatt-hours, million",15,NA,"solar_electricity"
"405","Argentina","Electricity - total solar production",2012,"Kilowatt-hours, million",8,NA,"solar_electricity"
"406","Argentina","Electricity - total solar production",2011,"Kilowatt-hours, million",2,NA,"solar_electricity"
"407","Argentina","Electricity - total solar production",2010,"Kilowatt-hours, million",0.09,NA,"solar_electricity"
"408","Argentina","Electricity - total solar production",2009,"Kilowatt-hours, million",0.08,NA,"solar_electricity"
"409","Bolivia (Plur. State of)","Electricity - total solar production",2014,"Kilowatt-hours, million",6,NA,"solar_electricity"
"410","Bolivia (Plur. State of)","Electricity - total solar production",2013,"Kilowatt-hours, million",3,NA,"solar_electricity"
